src,dst,amount,timestamp
A000580,A000924,2703.57,2025-05-16T14:51:40.181633
A000572,A001152,40.39,2025-04-08T05:59:45.181633
A000443,A001415,2259.04,2024-09-03T17:20:24.181633
A001485,A000210,4002.35,2025-05-06T09:06:20.181633
A000550,A000621,1064.37,2024-10-04T22:27:12.181633
A000859,A001355,288.03,2025-06-13T20:36:59.181633
A001176,A000968,127.79,2025-01-09T00:52:10.181633
A001461,A000541,482.81,2024-11-06T05:35:23.181633
A000710,A000378,24.58,2024-09-12T10:12:10.181633
A000726,A001323,2617.65,2025-05-31T13:47:31.181633
A001497,A000175,1466.49,2024-11-26T01:23:53.181633
A000354,A001304,3500.2,2025-06-02T01:11:03.181633
A000986,A000195,1746.45,2024-11-04T12:13:01.181633
A001099,A001058,1445.4,2025-04-15T17:29:12.181633
A000270,A000220,53.97,2025-08-07T03:40:53.181633
A000710,A000990,739.73,2025-06-30T02:50:25.181633
A001036,A000859,969.01,2025-07-07T00:24:47.181633
A000411,A000920,8424.91,2025-01-01T15:57:15.181633
A001415,A000781,1674.77,2025-06-08T20:07:38.181633
A000675,A001199,961.03,2025-07-15T21:46:02.181633
A000413,A000818,2100.06,2025-05-16T03:35:45.181633
A000254,A000130,808.77,2025-06-04T02:56:26.181633
A001413,A000883,4661.2,2025-06-06T10:51:02.181633
A000690,A000054,1203.13,2025-01-16T12:57:50.181633
A000785,A001219,17.71,2024-12-12T21:02:04.181633
A001494,A000685,918.77,2025-07-09T20:15:11.181633
A000411,A000612,490.75,2025-01-27T13:36:38.181633
A001291,A000648,2716.87,2025-08-05T04:09:27.181633
A001027,A000733,1474.99,2024-10-05T12:00:56.181633
A000283,A001276,510.14,2025-06-12T15:17:15.181633
A000069,A000005,3945.74,2025-05-07T04:52:00.181633
A000816,A001014,3119.69,2024-09-12T20:31:59.181633
A001407,A001313,849.21,2025-05-28T20:23:53.181633
A000340,A000617,2046.69,2024-09-08T16:12:13.181633
A001044,A001389,1391.68,2025-06-09T23:54:40.181633
A001387,A001254,5252.15,2024-09-18T08:59:56.181633
A000126,A000984,1512.42,2025-06-24T03:32:50.181633
A000833,A000430,606.69,2024-09-15T04:02:03.181633
A000519,A000922,1479.77,2024-10-23T02:01:14.181633
A000679,A000862,1404.78,2024-12-08T21:50:57.181633
A000000,A000844,2093.77,2024-10-01T16:59:00.181633
A001382,A001337,430.27,2025-08-02T07:04:28.181633
A000910,A001379,2903.75,2025-08-21T19:33:18.181633
A000753,A000218,2626.71,2025-05-11T00:50:18.181633
A001464,A000270,1340.73,2025-02-07T15:01:16.181633
A000845,A000818,418.98,2024-10-30T10:27:48.181633
A001440,A000845,690.4,2025-04-16T02:15:38.181633
A000164,A000220,1635.19,2025-06-06T21:35:50.181633
A001292,A000211,2537.86,2025-05-01T01:42:15.181633
A000878,A000625,4257.93,2024-11-01T11:46:07.181633
A001203,A000949,1321.09,2025-02-13T16:20:06.181633
A000123,A001227,95.22,2025-05-26T01:17:03.181633
A000326,A001219,373.58,2024-08-31T13:31:07.181633
A001032,A000465,728.83,2024-11-16T23:05:04.181633
A000536,A000712,1679.15,2024-12-27T04:27:43.181633
A001405,A000659,695.54,2025-05-31T07:33:44.181633
A001325,A001316,1678.33,2025-06-03T15:18:14.181633
A000874,A000192,2336.96,2025-07-21T08:13:53.181633
A000015,A001220,798.23,2024-11-05T20:01:00.181633
A000115,A000378,483.91,2025-06-23T19:53:33.181633
A000618,A000021,978.27,2025-06-22T05:01:37.181633
A000384,A000577,1113.27,2024-10-24T04:59:10.181633
A000727,A000844,3311.64,2025-05-15T17:02:31.181633
A000349,A000306,1022.38,2025-08-17T18:53:06.181633
A000861,A000626,2356.66,2025-02-05T17:58:50.181633
A001466,A001135,619.77,2025-03-01T12:51:40.181633
A000025,A001338,922.53,2025-07-08T11:46:20.181633
A001279,A000445,186.8,2025-05-01T01:54:55.181633
A001328,A000871,2659.76,2025-06-10T04:33:49.181633
A000755,A000759,7050.94,2025-07-25T21:51:59.181633
A001485,A000136,564.26,2024-12-12T14:08:31.181633
A000295,A000590,1689.99,2024-09-20T14:25:31.181633
A001153,A001039,2723.44,2025-06-24T18:51:29.181633
A000029,A000045,1231.26,2025-02-28T03:49:24.181633
A001433,A001229,19.5,2025-02-02T22:13:36.181633
A000655,A000507,1614.47,2025-03-04T19:38:29.181633
A000786,A001141,235.49,2024-11-05T08:16:28.181633
A001278,A000515,812.4,2025-06-15T08:48:00.181633
A000103,A000736,551.79,2025-06-17T15:24:30.181633
A001494,A000425,3770.92,2025-01-19T14:42:49.181633
A000627,A000001,2691.23,2024-12-17T05:23:28.181633
A001183,A001285,427.47,2025-05-07T13:55:41.181633
A000201,A000877,3409.56,2025-05-24T16:28:08.181633
A001029,A000087,5833.41,2024-10-25T07:25:29.181633
A000566,A001124,1799.69,2025-02-27T08:40:33.181633
A001091,A000567,1260.61,2025-01-31T15:23:31.181633
A000045,A001084,100.28,2025-05-29T00:31:09.181633
A000694,A000483,880.22,2024-12-28T14:55:31.181633
A000245,A000527,11824.86,2025-02-16T10:12:03.181633
A000110,A000002,1004.42,2025-07-22T08:45:43.181633
A001202,A001446,1098.18,2025-06-25T20:11:44.181633
A000455,A001446,1537.96,2024-10-26T11:10:33.181633
A001475,A000583,4945.75,2024-10-31T17:55:37.181633
A001001,A001322,153.83,2025-04-14T22:07:08.181633
A001431,A000655,3475.65,2024-10-06T13:46:33.181633
A000881,A001398,1763.21,2025-02-26T04:38:19.181633
A000960,A000720,3012.82,2025-01-30T17:39:05.181633
A000394,A000289,5290.8,2024-09-27T03:20:39.181633
A000968,A001118,771.25,2024-10-08T12:49:35.181633
A000358,A000091,2536.44,2025-04-27T05:55:59.181633
A001389,A000972,1946.98,2024-09-14T20:38:19.181633
A001449,A000653,737.23,2025-03-22T22:26:37.181633
A001444,A000337,1695.42,2024-09-04T07:21:08.181633
A001099,A000622,1097.01,2025-07-03T00:09:09.181633
A000512,A000192,1336.48,2024-09-17T12:24:17.181633
A001199,A000923,1048.37,2025-03-05T12:58:22.181633
A000066,A000917,1210.33,2024-12-19T14:18:06.181633
A000762,A001291,2168.31,2025-04-14T20:27:18.181633
A001119,A000384,3164.77,2025-01-08T14:22:57.181633
A000309,A001283,967.13,2025-06-17T06:24:29.181633
A001014,A001402,361.47,2025-01-25T19:30:05.181633
A001370,A001246,116.3,2025-07-03T11:24:47.181633
A001338,A001083,4828.88,2025-07-02T16:31:57.181633
A000161,A000516,176.35,2025-08-30T21:31:44.181633
A000703,A000870,250.27,2025-05-24T20:06:35.181633
A001096,A001460,1746.53,2025-03-26T12:29:59.181633
A001096,A001053,1911.63,2025-02-25T10:08:54.181633
A000219,A001488,806.15,2025-02-17T15:36:46.181633
A000009,A000001,5848.46,2025-05-21T17:41:58.181633
A000371,A001345,1045.49,2024-12-27T16:59:13.181633
A000713,A001422,3937.07,2025-04-24T19:38:59.181633
A000587,A001012,1263.02,2024-09-19T09:07:28.181633
A000494,A001390,3636.86,2024-11-20T21:20:48.181633
A000585,A000022,1322.26,2024-10-26T02:02:43.181633
A001449,A000534,10328.77,2025-06-07T01:13:30.181633
A000634,A000280,1238.84,2025-04-04T10:58:30.181633
A001348,A000313,393.42,2025-01-03T17:51:20.181633
A000048,A001143,285.3,2025-05-01T19:35:16.181633
A001163,A001001,576.46,2024-09-08T13:33:39.181633
A000464,A001239,280.16,2025-01-30T12:33:57.181633
A000210,A001107,1533.87,2025-08-09T01:19:05.181633
A000089,A001371,777.2,2025-04-03T16:25:51.181633
A001373,A001008,6.67,2025-07-04T19:26:28.181633
A000856,A000321,68.08,2025-08-26T10:22:58.181633
A001442,A000047,935.76,2025-06-04T23:47:13.181633
A001135,A000423,178.54,2025-07-16T22:18:09.181633
A000062,A000057,311.52,2024-12-26T15:57:32.181633
A000745,A000511,7137.7,2025-02-24T00:49:20.181633
A000937,A000717,82.02,2025-01-28T11:32:55.181633
A000088,A000095,64.25,2024-11-17T20:27:35.181633
A000681,A000308,4724.86,2025-04-14T18:11:40.181633
A000708,A001192,45.71,2024-10-14T22:55:19.181633
A000415,A000279,5508.7,2025-03-06T00:53:17.181633
A001300,A000498,853.22,2025-08-13T04:46:14.181633
A000034,A001281,3609.77,2024-11-05T08:15:32.181633
A001365,A000424,808.44,2025-05-09T12:32:21.181633
A000267,A001140,725.96,2025-07-10T15:50:58.181633
A001270,A001434,4544.45,2025-06-09T06:30:55.181633
A001478,A000435,620.25,2025-08-20T18:12:41.181633
A000093,A000333,5990.75,2024-10-25T22:34:38.181633
A000072,A000891,66.98,2024-09-03T21:54:06.181633
A001475,A000702,58.03,2024-12-26T06:02:42.181633
A000263,A001011,3075.2,2025-06-22T06:33:23.181633
A000598,A001306,1136.91,2024-12-16T17:53:33.181633
A000116,A000344,6189.75,2025-06-25T03:01:39.181633
A000835,A000639,1791.3,2025-02-06T04:19:55.181633
A000744,A001179,523.08,2025-04-17T23:56:17.181633
A000629,A001358,757.15,2025-03-24T16:35:14.181633
A000031,A001326,824.41,2024-11-10T14:15:02.181633
A000592,A000281,1576.06,2025-08-08T08:34:50.181633
A000230,A000927,4836.37,2024-10-05T15:34:04.181633
A000274,A000164,992.3,2024-10-23T05:14:06.181633
A001387,A000876,809.01,2025-05-02T01:15:15.181633
A000196,A001495,5921.75,2025-04-19T07:22:07.181633
A000464,A001029,465.09,2025-08-12T12:42:00.181633
A000634,A001018,1487.02,2025-04-11T15:44:53.181633
A000032,A000520,2613.38,2024-10-06T23:31:44.181633
A000343,A000318,380.55,2025-04-30T13:42:40.181633
A000925,A000121,400.9,2025-03-05T12:43:01.181633
A001264,A001101,932.49,2025-07-13T00:10:11.181633
A000495,A000260,2524.12,2024-09-24T05:02:05.181633
A001102,A001055,216.95,2024-10-22T18:44:35.181633
A001487,A000297,502.84,2024-11-12T22:10:42.181633
A000028,A001157,22.47,2025-02-10T07:03:12.181633
A000118,A000818,6104.3,2024-12-05T07:35:06.181633
A000116,A000532,1343.8,2025-01-12T07:02:29.181633
A000468,A001373,2021.94,2025-03-28T02:33:56.181633
A000123,A000328,2937.11,2025-01-09T11:07:11.181633
A000288,A001165,2182.52,2025-03-01T06:26:43.181633
A000152,A000150,1308.41,2025-07-05T09:45:35.181633
A000428,A001108,4131.17,2025-08-19T12:38:14.181633
A000939,A000694,459.89,2024-09-21T05:01:26.181633
A000993,A000343,3519.92,2025-08-08T00:26:01.181633
A000101,A000579,333.71,2025-07-09T13:22:51.181633
A000797,A000346,1256.84,2024-12-21T14:53:39.181633
A001128,A000633,214.26,2025-06-08T13:19:42.181633
A000691,A000187,713.17,2025-06-29T16:03:52.181633
A000771,A000997,2624.87,2025-05-04T09:48:15.181633
A000352,A000316,3188.23,2025-06-22T09:45:41.181633
A000006,A000101,204.39,2024-12-11T02:40:59.181633
A000779,A000786,3524.3,2025-06-23T04:51:20.181633
A001078,A000036,1663.7,2024-10-14T09:52:02.181633
A001494,A001117,875.45,2025-06-02T05:43:57.181633
A000416,A000669,915.43,2024-10-23T19:13:15.181633
A000846,A001334,4377.61,2025-06-10T03:03:44.181633
A000809,A001205,141.95,2025-03-05T00:55:50.181633
A001413,A000194,3423.18,2024-11-30T04:09:15.181633
A000851,A000817,868.82,2024-12-05T14:43:13.181633
A000800,A001353,660.29,2025-01-15T15:33:56.181633
A000978,A001480,3315.51,2024-12-25T00:36:00.181633
A000046,A000086,488.27,2024-12-08T05:05:59.181633
A001082,A000228,103.04,2025-04-07T01:45:55.181633
A000387,A000708,2705.38,2025-07-04T20:02:45.181633
A000016,A001211,5349.45,2025-08-19T18:13:54.181633
A000665,A001436,577.98,2025-02-04T13:54:20.181633
A000403,A000283,331.1,2025-03-26T22:13:23.181633
A001332,A000360,2292.56,2024-10-15T10:20:52.181633
A000447,A000783,420.06,2024-12-27T23:24:43.181633
A000223,A000393,1971.3,2024-10-11T16:15:58.181633
A000559,A001488,2960.47,2024-12-13T15:34:47.181633
A000994,A000218,131.65,2024-10-23T18:09:08.181633
A000645,A000611,3034.19,2024-09-26T20:37:39.181633
A000838,A001306,11555.35,2024-09-28T17:40:30.181633
A000533,A000995,4555.91,2025-06-19T23:13:00.181633
A000630,A000091,3269.37,2025-08-29T07:48:54.181633
A001075,A001466,252.19,2024-11-05T00:22:09.181633
A000720,A000404,63.32,2025-05-10T20:02:40.181633
A000840,A001042,984.61,2025-01-15T03:38:53.181633
A000107,A001200,1912.3,2024-11-15T04:36:38.181633
A000672,A001352,1343.95,2024-12-09T14:52:09.181633
A000157,A001307,1719.85,2025-05-11T09:22:03.181633
A000545,A000504,2380.61,2025-02-08T00:43:15.181633
A000120,A000524,437.45,2024-09-30T03:44:33.181633
A000590,A000982,1297.42,2024-12-10T15:40:53.181633
A000916,A000218,836.68,2025-03-23T12:07:23.181633
A001380,A000058,1263.76,2024-11-12T01:40:41.181633
A000319,A000575,186.4,2024-12-30T14:10:13.181633
A001362,A001446,3942.82,2024-09-22T17:35:46.181633
A000895,A001456,1517.48,2025-02-02T22:36:03.181633
A001241,A000965,891.53,2025-07-06T09:28:22.181633
A000905,A000525,730.83,2025-02-13T23:25:48.181633
A000531,A001358,2696.92,2025-07-12T23:30:26.181633
A000805,A000334,1369.36,2025-02-11T18:57:34.181633
A001496,A000237,685.93,2025-06-15T07:08:35.181633
A000454,A001173,4274.63,2025-04-10T14:19:31.181633
A000524,A001005,735.92,2025-05-05T09:06:53.181633
A000759,A000717,1247.53,2025-02-05T18:50:28.181633
A000085,A000017,625.44,2024-12-11T11:16:00.181633
A000506,A000990,2138.07,2025-03-21T17:46:47.181633
A000228,A000861,1932.76,2025-08-04T12:29:01.181633
A001057,A000772,1774.36,2025-04-18T05:23:29.181633
A001330,A000425,1070.1,2025-01-15T21:52:21.181633
A000158,A001280,1620.61,2024-09-14T18:38:25.181633
A001435,A001163,1856.29,2025-05-20T11:20:52.181633
A001143,A001479,1100.77,2025-03-10T04:54:06.181633
A000434,A000960,557.33,2024-09-21T16:26:40.181633
A000989,A000900,118.2,2025-02-10T09:21:48.181633
A000059,A000412,2411.4,2024-11-15T16:22:29.181633
A000539,A000021,1028.79,2025-04-21T23:48:56.181633
A000915,A000501,705.25,2025-07-22T00:38:05.181633
A001118,A001404,1723.44,2025-05-07T19:35:13.181633
A000115,A001416,7.25,2025-04-01T05:35:30.181633
A000498,A001184,3985.21,2024-09-26T14:20:47.181633
A001180,A000724,4798.51,2025-07-09T01:43:50.181633
A000598,A001100,1902.09,2025-06-06T16:21:37.181633
A000047,A000985,283.51,2024-12-02T03:27:59.181633
A000070,A001351,3776.49,2025-05-10T00:08:56.181633
A000004,A000506,4681.06,2025-08-31T19:42:04.181633
A000515,A001469,636.14,2025-01-11T07:23:50.181633
A001420,A000720,189.2,2025-05-11T02:42:21.181633
A001019,A001091,5786.54,2025-07-20T22:45:14.181633
A001087,A001498,1203.18,2024-11-25T03:48:10.181633
A001420,A001189,328.13,2025-01-17T04:04:32.181633
A000275,A000796,3991.71,2025-07-13T01:52:32.181633
A000863,A001121,2227.37,2025-04-05T14:22:04.181633
A001138,A000210,1460.04,2025-05-27T12:44:22.181633
A001045,A000982,34.63,2025-05-18T20:09:34.181633
A000432,A000803,2098.87,2025-07-23T19:07:02.181633
A000285,A000213,611.85,2025-02-10T10:12:59.181633
A001011,A000013,302.4,2025-08-09T16:07:14.181633
A000153,A000490,2120.83,2025-06-09T08:12:55.181633
A000088,A001078,7100.42,2025-07-19T00:16:24.181633
A001446,A000521,1851.66,2025-01-27T15:45:11.181633
A001071,A001024,19.76,2025-08-25T05:36:53.181633
A001369,A001349,5.58,2025-02-25T12:19:10.181633
A000828,A000827,1385.49,2025-02-16T00:36:49.181633
A000768,A000674,58.17,2024-10-22T04:13:21.181633
A001453,A000696,486.56,2025-04-21T22:53:48.181633
A001360,A000689,1900.69,2024-12-06T02:26:17.181633
A001042,A000835,167.88,2025-08-28T12:48:07.181633
A000326,A001278,141.31,2025-01-11T10:24:09.181633
A001281,A000607,2726.05,2025-02-22T09:36:52.181633
A000858,A000501,1817.21,2025-03-31T17:21:03.181633
A001067,A001424,3900.09,2024-10-13T10:40:09.181633
A001090,A000103,864.67,2025-05-27T06:50:49.181633
A000541,A000791,870.61,2025-03-23T05:44:07.181633
A000673,A001429,1957.12,2024-11-11T06:56:31.181633
A000172,A000458,3568.11,2025-02-26T15:02:03.181633
A000105,A000827,296.98,2024-09-27T06:40:57.181633
A001295,A000640,226.28,2025-08-20T18:34:57.181633
A001002,A000585,737.33,2025-02-06T22:30:33.181633
A000419,A000203,518.2,2025-08-21T05:35:38.181633
A000860,A001360,2121.84,2024-12-27T05:18:34.181633
A001313,A000549,49.13,2025-07-24T19:55:47.181633
A001473,A000454,481.45,2024-12-01T05:55:38.181633
A000483,A000003,3525.98,2025-02-19T04:33:31.181633
A000511,A001254,1.86,2024-10-07T05:34:26.181633
A000502,A000141,193.66,2025-02-08T12:20:24.181633
A001072,A000474,3696.38,2025-06-20T02:16:29.181633
A000432,A000031,5899.17,2025-07-11T08:44:33.181633
A000932,A000156,2075.37,2024-09-22T11:50:28.181633
A000806,A000476,238.62,2025-07-23T19:19:22.181633
A000296,A000273,1632.04,2025-05-19T06:01:46.181633
A001458,A000664,107.65,2025-06-09T09:15:51.181633
A001256,A000112,2541.95,2025-01-21T13:22:29.181633
A000359,A000035,142.34,2024-10-11T23:08:32.181633
A000249,A000786,907.01,2025-06-29T01:24:03.181633
A000115,A000637,2029.03,2025-02-03T20:23:23.181633
A000425,A001182,716.08,2024-11-10T02:59:34.181633
A000083,A001238,1954.38,2024-10-03T22:01:03.181633
A001017,A000448,2059.66,2025-02-06T07:12:30.181633
A000029,A000737,2180.02,2024-12-04T05:36:39.181633
A001425,A000443,3222.19,2025-02-22T13:03:42.181633
A001074,A001414,1803.43,2024-12-18T15:28:13.181633
A001136,A000822,1057.52,2025-01-19T10:41:01.181633
A000034,A000959,2943.63,2025-08-07T13:05:37.181633
A000627,A000763,463.09,2025-01-27T05:20:29.181633
A000424,A001127,1241.93,2025-06-05T17:57:21.181633
A001286,A000502,641.3,2025-03-24T06:23:23.181633
A001240,A001453,887.05,2025-03-03T05:43:35.181633
A001186,A001495,1513.69,2025-08-25T19:12:17.181633
A000114,A000063,4256.33,2025-05-24T17:19:31.181633
A000983,A001086,587.2,2025-03-10T06:28:15.181633
A001119,A001163,728.5,2025-03-22T06:47:48.181633
A001202,A001387,1002.74,2025-05-24T05:28:12.181633
A000186,A000733,1004.7,2024-11-09T07:56:10.181633
A000629,A000695,1608.53,2025-08-27T04:07:22.181633
A001162,A000071,4124.21,2025-04-06T04:32:46.181633
A001072,A001355,1114.34,2025-02-12T16:11:28.181633
A000503,A000258,1927.81,2025-08-07T18:06:08.181633
A000399,A001171,547.6,2025-03-18T03:00:34.181633
A000599,A000712,330.28,2025-03-20T00:13:05.181633
A001105,A001424,858.19,2025-05-14T00:58:38.181633
A001294,A001112,3582.26,2024-09-27T11:09:04.181633
A001268,A000828,1258.8,2024-11-10T18:04:01.181633
A000890,A001302,130.61,2025-07-23T13:11:40.181633
A000454,A001454,808.22,2025-03-05T21:05:04.181633
A001057,A001355,344.23,2025-06-12T05:42:36.181633
A001294,A000691,2240.56,2025-05-03T14:25:49.181633
A000110,A001161,4519.32,2025-05-19T10:57:53.181633
A001206,A001461,166.4,2025-03-10T11:52:05.181633
A000490,A001015,1256.53,2025-03-05T18:08:14.181633
A001411,A000694,3473.97,2024-12-07T23:22:08.181633
A000561,A000679,4469.57,2025-07-28T23:48:48.181633
A000680,A001198,236.73,2024-11-03T21:16:37.181633
A000810,A001135,4679.19,2025-04-17T02:43:18.181633
A001315,A000274,5812.02,2025-01-18T09:12:11.181633
A001132,A001268,1805.62,2024-10-14T03:04:56.181633
A000396,A000556,1758.56,2024-10-04T23:41:19.181633
A001164,A000417,1001.54,2025-03-02T16:58:50.181633
A000431,A001120,2923.73,2025-07-12T09:54:36.181633
A001337,A000261,4662.43,2025-02-20T11:57:41.181633
A000910,A001168,2273.76,2025-02-05T20:19:54.181633
A000043,A000989,4267.03,2025-05-09T04:50:35.181633
A000151,A001008,370.97,2024-09-01T01:48:17.181633
A000936,A000354,5909.03,2025-03-01T07:58:32.181633
A000541,A000899,1869.03,2025-04-16T11:16:44.181633
A000747,A000627,310.38,2024-12-26T08:25:49.181633
A001034,A000642,4572.41,2025-04-03T11:17:07.181633
A000751,A000489,209.87,2024-11-22T08:47:22.181633
A000135,A000729,1397.2,2024-12-11T12:17:48.181633
A000962,A000324,731.47,2025-06-21T07:21:56.181633
A000481,A000365,14136.42,2024-11-25T01:33:10.181633
A000672,A000052,415.1,2025-02-24T03:45:09.181633
A001134,A000059,2284.12,2025-03-26T16:31:47.181633
A001251,A001152,4275.6,2025-01-21T12:30:59.181633
A001336,A000131,464.27,2024-12-13T08:37:24.181633
A001475,A001385,1216.35,2025-07-30T11:07:28.181633
A000095,A001342,412.76,2024-09-01T15:47:13.181633
A000172,A001443,1602.15,2025-06-04T02:06:47.181633
A000020,A000848,2266.84,2024-09-15T11:57:46.181633
A000624,A000113,357.77,2025-04-20T20:01:53.181633
A000473,A001395,1858.24,2024-10-28T19:51:36.181633
A001390,A000226,2087.39,2025-08-19T21:32:49.181633
A001483,A000069,38.57,2024-09-29T22:31:03.181633
A000550,A000671,2611.93,2025-03-06T08:55:30.181633
A000064,A000489,825.01,2024-10-17T13:19:32.181633
A000708,A001072,316.67,2024-09-17T20:16:59.181633
A000047,A000838,1709.67,2025-08-20T06:19:00.181633
A000953,A000337,278.47,2025-06-29T02:23:55.181633
A000760,A000029,1215.7,2024-08-31T23:36:05.181633
A000681,A000963,3352.33,2025-01-18T10:16:23.181633
A001484,A001325,5621.1,2024-10-26T14:18:23.181633
A000510,A000486,871.77,2025-02-05T23:36:10.181633
A001355,A001210,1809.01,2025-06-17T15:26:56.181633
A001125,A000207,72.65,2024-12-02T10:16:14.181633
A001473,A001294,2830.31,2025-08-26T15:29:00.181633
A000417,A000350,827.96,2025-02-21T05:11:08.181633
A000607,A000896,1504.53,2025-01-31T21:35:01.181633
A000872,A000499,234.05,2025-05-25T22:32:11.181633
A000313,A000304,234.45,2024-11-30T22:00:06.181633
A000724,A001081,460.75,2025-05-08T17:18:39.181633
A000473,A001347,2318.92,2024-10-09T03:01:29.181633
A000371,A001328,276.43,2025-04-09T11:23:37.181633
A001075,A000517,573.56,2025-07-21T10:59:56.181633
A000722,A001289,2177.46,2025-02-04T20:12:33.181633
A000862,A000148,2336.83,2024-10-31T08:05:52.181633
A000525,A000140,2135.28,2024-09-13T11:23:06.181633
A001179,A000576,811.22,2025-04-25T12:19:16.181633
A000419,A000348,1854.78,2024-12-01T15:36:43.181633
A000680,A000364,16.08,2025-07-28T21:31:39.181633
A001495,A000332,3259.79,2025-08-07T20:23:48.181633
A001275,A000788,1082.53,2024-11-26T04:23:36.181633
A001375,A000418,669.98,2024-10-04T01:22:56.181633
A000248,A000699,3.5,2024-11-27T11:41:38.181633
A000699,A000861,1702.92,2024-09-12T13:34:34.181633
A000640,A000079,6242.08,2024-09-02T03:53:10.181633
A000419,A001065,9296.67,2025-02-06T01:22:50.181633
A001319,A000679,7.96,2025-03-18T13:56:43.181633
A001208,A001270,210.33,2025-03-14T09:12:48.181633
A000638,A001194,3865.96,2025-05-25T03:37:26.181633
A000249,A000410,2088.27,2025-04-22T06:38:22.181633
A000315,A000996,687.6,2024-09-08T22:22:35.181633
A000140,A000141,444.74,2025-02-14T16:03:59.181633
A001349,A001339,5239.96,2025-04-15T08:07:46.181633
A000083,A000219,162.72,2025-08-03T01:04:49.181633
A000331,A001376,301.14,2025-03-20T13:40:13.181633
A001198,A000899,532.16,2025-08-12T20:38:43.181633
A000279,A001172,893.31,2024-09-08T09:09:21.181633
A000147,A000016,959.06,2024-09-08T13:27:03.181633
A001481,A000510,1070.82,2024-12-08T09:25:13.181633
A000123,A000041,3460.65,2024-10-15T00:30:03.181633
A000743,A000012,6435.94,2024-12-21T23:03:33.181633
A000040,A001027,1756.26,2025-07-23T23:43:49.181633
A000111,A000890,3683.8,2025-05-18T05:11:09.181633
A001332,A001487,436.43,2025-06-12T12:11:56.181633
A001318,A001298,219.84,2025-01-18T00:48:39.181633
A000695,A000472,2067.97,2024-10-29T08:55:54.181633
A000876,A001348,3089.48,2025-02-07T07:41:11.181633
A001485,A000459,2071.21,2025-04-18T10:56:37.181633
A001350,A000932,1426.61,2025-02-05T11:41:50.181633
A001493,A000721,383.81,2025-08-01T21:02:56.181633
A000511,A000041,108.1,2025-06-19T06:34:25.181633
A001357,A000879,8387.75,2024-09-15T00:54:19.181633
A000684,A000951,1085.07,2025-03-23T21:15:41.181633
A000417,A001030,2316.45,2024-11-29T08:24:29.181633
A000264,A000542,1664.06,2025-08-19T16:40:05.181633
A000535,A001311,4193.66,2024-10-02T08:29:54.181633
A000419,A001379,2514.28,2025-04-23T14:37:22.181633
A001006,A000744,2123.89,2025-02-03T05:34:56.181633
A000240,A000927,3747.08,2024-10-03T14:21:34.181633
A000471,A000607,5248.82,2024-12-11T10:09:17.181633
A000148,A001197,1898.69,2025-01-19T08:27:59.181633
A000769,A001071,2026.19,2025-07-20T03:43:22.181633
A001245,A000022,712.87,2025-02-01T22:56:55.181633
A000277,A000855,3562.0,2025-04-26T11:46:34.181633
A001258,A001094,3230.51,2024-12-31T19:30:47.181633
A000598,A001222,2648.87,2024-12-09T20:04:22.181633
A000077,A000874,52.65,2024-11-04T19:20:10.181633
A001299,A000959,4782.81,2025-05-06T15:33:19.181633
A000190,A000606,819.24,2025-08-24T13:54:13.181633
A000847,A000031,2880.53,2024-09-04T08:21:27.181633
A000657,A000291,559.59,2025-01-26T18:04:50.181633
A001057,A001308,21.45,2025-01-19T01:02:02.181633
A000231,A000650,623.95,2025-08-11T08:36:09.181633
A001443,A000225,1389.6,2025-02-18T22:41:59.181633
A000253,A000199,177.77,2025-04-22T14:06:05.181633
A001008,A001400,2969.73,2025-03-09T00:18:35.181633
A000266,A001188,542.15,2025-08-04T01:45:35.181633
A001203,A000185,543.84,2024-10-16T22:12:37.181633
A001414,A000673,23.22,2025-06-26T09:03:19.181633
A001183,A000129,175.02,2025-01-25T18:57:44.181633
A000492,A000442,5287.97,2024-09-22T06:10:28.181633
A001459,A000321,3173.58,2025-03-31T12:27:03.181633
A001140,A000402,123.72,2025-06-21T18:24:33.181633
A000163,A001318,470.65,2025-01-18T07:12:13.181633
A000242,A000786,563.55,2024-11-06T04:37:44.181633
A000630,A000057,1414.19,2024-09-07T07:37:27.181633
A000575,A001221,756.87,2025-02-13T10:04:52.181633
A001402,A000054,181.18,2025-02-16T06:30:04.181633
A000198,A000238,2314.0,2025-06-10T15:36:38.181633
A000429,A001292,385.23,2025-06-16T03:09:02.181633
A000764,A000523,966.58,2024-12-17T09:33:58.181633
A000110,A000338,772.03,2025-01-18T08:32:17.181633
A000715,A000711,1372.93,2025-07-22T14:42:20.181633
A001452,A000282,1230.4,2024-09-21T18:01:05.181633
A000020,A000050,1036.8,2024-09-11T08:00:45.181633
A001264,A001310,1668.19,2025-05-23T18:29:29.181633
A000858,A000455,2104.16,2024-10-31T17:14:51.181633
A001228,A000653,1214.25,2025-06-18T07:48:37.181633
A000551,A001468,1322.67,2025-01-24T04:49:45.181633
A000135,A000660,2988.34,2024-10-11T14:01:37.181633
A001306,A000402,1318.78,2024-11-08T01:53:42.181633
A000451,A001270,509.09,2025-02-21T01:47:10.181633
A001370,A001038,1568.51,2024-12-12T01:54:01.181633
A000026,A000424,2304.65,2024-11-28T17:05:23.181633
A001389,A000628,69.76,2025-03-04T03:57:05.181633
A001374,A000267,2043.94,2025-08-05T10:39:43.181633
A001168,A000631,2845.99,2024-12-02T19:12:44.181633
